Timestamp;trajectory_id;j1_v;j2_v;j3_v;j4_v;j5_v;j6_v;j1_a;j2_a;j3_a;j4_a;j5_a;j6_a;j1_t;j2_t;j3_t;j4_t;j5_t;j6_t
132,8139;10;0,03803;0,08706;-0,1043;0;0,51152;0,00178;1,53598;-0,09709;-2,41454;0,00016;-1,24942;-0,00001;11,92581;53,51325;22,5456;-9,02688;2,14211;1,46507
132,8219;10;0,03803;0,08557;-0,10643;0,00178;0,51402;0,0057;1,53669;-0,09543;-2,41662;0,00015;-1,2391;-0,00001;11,92581;53,51325;22,5456;-9,02688;2,14211;1,46507
132,8302;10;0,03803;0,08557;-0,10643;0,00178;0,51402;0,0057;1,53669;-0,09543;-2,41662;0,00015;-1,2391;-0,00001;11,92581;53,51325;22,5456;-9,02688;2,14211;1,46507
132,8369;10;0,03803;0,08557;-0,10643;0,00178;0,51402;0,0057;1,53736;-0,0938;-2,41863;0,00014;-1,22878;0;13,76055;54,94027;19,65181;-8,03349;2,31969;2,85244
132,8449;10;0,03655;0,08201;-0,10252;0;0,51224;0,00071;1,53736;-0,0938;-2,41863;0,00014;-1,22878;0;13,76055;54,94027;19,65181;-8,03349;2,31969;2,85244
132,8529;10;0,03655;0,08201;-0,10252;0;0,51224;0,00071;1,53736;-0,0938;-2,41863;0,00014;-1,22878;0;14,77985;54,53255;20,81797;-8,03349;3,25201;1,63155
132,8609;10;0,03595;0,08082;-0,10252;0;0,50547;0,00392;1,53802;-0,0922;-2,42064;0,00013;-1,21858;0;14,77985;54,53255;20,81797;-8,03349;3,25201;1,63155
132,8679;10;0,03595;0,08082;-0,10252;0;0,50547;0,00392;1,53802;-0,0922;-2,42064;0,00013;-1,21858;0;14,77985;54,53255;20,81797;-8,03349;3,25201;1,63155
132,8911;10;0,03595;0,08082;-0,10252;0;0,50547;0,00392;1,53869;-0,09061;-2,42261;0,00012;-1,20836;0,00001;14,2702;53,10553;19,99734;-8,50859;1,85353;1,86463
132,8991;10;0,03358;0,08082;-0,10252;0;0,51402;0,00534;1,53935;-0,08903;-2,4245;0,00012;-1,19803;0,00002;9,07177;51,67851;19,65181;-7,34244;2,08661;1,86463
132,9062;10;0,03358;0,08082;-0,10252;0;0,51402;0,00534;1,53935;-0,08903;-2,4245;0,00012;-1,19803;0,00002;9,07177;51,67851;19,65181;-7,34244;2,08661;1,86463
132,9142;10;0,03358;0,08082;-0,10252;0;0,51402;0,00534;1,53935;-0,08903;-2,4245;0,00012;-1,19803;0,00002;12,84318;53,51325;20,81797;-8,16306;3,66267;2,56387
132,9221;10;0,03328;0,08082;-0,10501;0;0,5101;0,00036;1,54001;-0,08745;-2,42649;0,00011;-1,18773;0,00002;12,84318;53,51325;20,81797;-8,16306;3,66267;2,56387
132,9301;10;0,03328;0,08082;-0,10501;0;0,5101;0,00036;1,54001;-0,08745;-2,42649;0,00011;-1,18773;0,00002;12,84318;53,51325;20,81797;-8,16306;3,66267;2,56387
132,9381;10;0,03328;0,08409;-0,10359;0;0,5158;0,0057;1,54064;-0,08585;-2,42856;0,00011;-1,17744;0,00003;13,76055;47,9071;21,50902;-7,86073;2,31969;1,92013
132,9461;10;0,03328;0,08409;-0,10359;0;0,5158;0,0057;1,54064;-0,08585;-2,42856;0,00011;-1,17744;0,00003;13,76055;47,9071;21,50902;-7,86073;2,31969;1,92013
132,9541;10;0,03328;0,08409;-0,10359;0;0,5158;0,0057;1,54064;-0,08585;-2,42856;0,00011;-1,17744;0,00003;15,69722;56,87694;23,75494;-8,33582;2,03112;1,92013
132,9621;10;0,02912;0,08082;-0,10679;0;0,51544;0,0057;1,54123;-0,08424;-2,43058;0,0001;-1,16711;0,00003;15,69722;56,87694;23,75494;-8,33582;2,03112;1,92013
132,9701;10;0,02912;0,08082;-0,10679;0;0,51544;0,0057;1,54123;-0,08424;-2,43058;0,0001;-1,16711;0,00003;15,69722;56,87694;23,75494;-8,33582;2,03112;1,92013
132,9771;10;0,02912;0,08082;-0,10679;0;0,51544;0,0057;1,54181;-0,08265;-2,43259;0,00009;-1,15672;0,00004;15,18757;52,18816;20,1701;-7,86073;2,96343;2,50837
132,9851;10;0,03328;0,08141;-0,10252;0;0,51081;0,00178;1,54181;-0,08265;-2,43259;0,00009;-1,15672;0,00004;15,18757;52,18816;20,1701;-7,86073;2,96343;2,50837
133,011;10;0,03328;0,08141;-0,10252;0;0,51081;0,00178;1,54243;-0,08105;-2,43464;0,00008;-1,14648;0,00004;19,46863;51,16886;22,5456;-7,86073;2,49728;2,45288
133,0188;10;0,03328;0,08082;-0,10252;0;0,51508;0;1,54309;-0,07946;-2,43664;0,00008;-1,13617;0,00005;15,69722;50,25149;20,47244;-7,34244;2,55277;2,50837
133,0268;10;0,03328;0,08082;-0,10252;0;0,51508;0;1,54309;-0,07946;-2,43664;0,00008;-1,13617;0,00005;15,69722;50,25149;20,47244;-7,34244;2,55277;2,50837
133,0408;10;0,03328;0,08082;-0,10252;0;0,51508;0;1,54309;-0,07946;-2,43664;0,00008;-1,13617;0,00005;13,76055;54,0229;21,68178;-7,86073;2,55277;1,52056
133,0487;10;0,03328;0,08082;-0,10252;0;0,51117;0,00356;1,54375;-0,07787;-2,43864;0,00007;-1,12583;0,00005;13,76055;54,0229;21,68178;-7,86073;2,55277;1,52056
133,0633;10;0,03328;0,08082;-0,10252;0,00071;0,51402;0,00427;1,54438;-0,07632;-2,44064;0,00007;-1,1156;0,00006;13,35283;54,0229;22,5456;-8,50859;2,55277;2,09771
133,0723;10;0,03328;0,08082;-0,10252;0,00071;0,51402;0,00427;1,54438;-0,07632;-2,44064;0,00007;-1,1156;0,00006;13,35283;54,0229;22,5456;-8,50859;2,55277;2,09771
133,0793;10;0,03328;0,07815;-0,09682;0;0,5133;0,00036;1,54496;-0,07479;-2,44253;0,00006;-1,10524;0,00007;15,18757;57,38659;18,61523;-7,68796;2,78585;2,45288
133,0873;10;0,03328;0,07815;-0,09682;0;0,5133;0,00036;1,54496;-0,07479;-2,44253;0,00006;-1,10524;0,00007;15,18757;57,38659;18,61523;-7,68796;2,78585;2,45288
133,0953;10;0,03328;0,07815;-0,09682;0;0,5133;0,00036;1,54496;-0,07479;-2,44253;0,00006;-1,10524;0,00007;13,35283;48,82447;21,16349;-8,03349;3,19651;1,23199
133,1033;10;0,03328;0,08082;-0,09931;0;0,50868;0,0057;1,54558;-0,07322;-2,44444;0,00005;-1,0949;0,00007;13,35283;48,82447;21,16349;-8,03349;3,19651;1,23199
133,1103;10;0,03328;0,08082;-0,09931;0;0,50868;0,0057;1,54558;-0,07322;-2,44444;0,00005;-1,0949;0,00007;13,35283;48,82447;21,16349;-8,03349;3,19651;1,23199
133,1313;10;0,03328;0,08082;-0,09611;0;0,51295;0,00463;1,54625;-0,07169;-2,44638;0,00004;-1,08473;0,00008;13,76055;51,16886;20,34287;-7,68796;3,3075;2,04222
133,1403;10;0,03328;0,08082;-0,09682;0,00036;0,51188;0;1,54689;-0,07014;-2,44822;0,00004;-1,07438;0,00008;11,92581;53,10553;21,85454;-7,86073;3,25201;2,79695
133,1473;10;0,03328;0,08082;-0,09682;0,00036;0,51188;0;1,54689;-0,07014;-2,44822;0,00004;-1,07438;0,00008;11,92581;53,10553;21,85454;-7,86073;3,25201;2,79695
133,1553;10;0,03328;0,08082;-0,09682;0,00036;0,51188;0;1,54689;-0,07014;-2,44822;0,00004;-1,07438;0,00008;17,53196;47,39745;19,13352;-7,68796;3,66267;1,68705
133,1623;10;0,02912;0,08349;-0,09682;0;0,50974;0,0032;1,54747;-0,06855;-2,45003;0,00003;-1,06399;0,00009;17,53196;47,39745;19,13352;-7,68796;3,66267;1,68705
133,1703;10;0,02912;0,08349;-0,09682;0;0,50974;0,0032;1,54747;-0,06855;-2,45003;0,00003;-1,06399;0,00009;17,53196;47,39745;19,13352;-7,68796;3,66267;1,68705
133,1773;10;0,02912;0,08349;-0,09682;0;0,50974;0,0032;1,54804;-0,06698;-2,45194;0,00002;-1,05381;0,00009;14,77985;48,82447;18,61523;-7,34244;2,96343;1,75364
133,1853;10;0,03328;0,08082;-0,09682;0;0,51473;0,0057;1,54804;-0,06698;-2,45194;0,00002;-1,05381;0,00009;14,77985;48,82447;18,61523;-7,34244;2,96343;1,75364
133,1923;10;0,03328;0,08082;-0,09682;0;0,51473;0,0057;1,54804;-0,06698;-2,45194;0,00002;-1,05381;0,00009;14,77985;48,82447;18,61523;-7,34244;2,96343;1,75364
133,2003;10;0,03328;0,08082;-0,0986;0,00071;0,50974;0,00249;1,54862;-0,06544;-2,45386;0,00001;-1,04344;0,0001;14,2702;45,46078;20,47244;-8,03349;3,82916;2,38628
133,2073;10;0,03328;0,08082;-0,0986;0,00071;0,50974;0,00249;1,54862;-0,06544;-2,45386;0,00001;-1,04344;0,0001;14,2702;45,46078;20,47244;-8,03349;3,82916;2,38628
133,2153;10;0,03328;0,08082;-0,0986;0,00071;0,50974;0,00249;1,54862;-0,06544;-2,45386;0,00001;-1,04344;0,0001;12,33353;45,46078;18,09695;-7,68796;3,01893;2,68596
133,2233;10;0,03298;0,08082;-0,09682;0;0,51188;0;1,5492;-0,06389;-2,45571;0;-1,03315;0,0001;12,33353;45,46078;18,09695;-7,68796;3,01893;2,68596
133,2303;10;0,03298;0,08082;-0,09682;0;0,51188;0;1,5492;-0,06389;-2,45571;0;-1,03315;0,0001;12,33353;45,46078;18,09695;-7,68796;3,01893;2,68596
133,2626;10;0,03328;0,08112;-0,09718;0;0,51259;0,00427;1,55037;-0,0608;-2,45957;-0,00001;-1,01261;0,00012;13,76055;49,33412;21,16349;-8,16306;3,01893;1,86463
133,2717;10;0,0315;0,08082;-0,09718;0,00036;0,51117;0,0057;1,55037;-0,0608;-2,45957;-0,00001;-1,01261;0,00012;13,76055;49,33412;21,16349;-8,16306;3,01893;1,86463
133,2798;10;0,03328;0,07874;-0,10074;0;0,51366;0,00214;1,55094;-0,05925;-2,46144;-0,00001;-1,00223;0,00012;12,84318;51,67851;22,5456;-7,86073;2,78585;2,61936
133,2867;10;0,03328;0,07874;-0,10074;0;0,51366;0,00214;1,55094;-0,05925;-2,46144;-0,00001;-1,00223;0,00012;12,84318;51,67851;22,5456;-7,86073;2,78585;2,61936
133,2938;10;0,03328;0,07874;-0,10074;0;0,51366;0,00214;1,55094;-0,05925;-2,46144;-0,00001;-1,00223;0,00012;12,84318;44,13569;19,65181;-7,86073;3,48509;2,74145
133,3017;10;0,03179;0,07993;-0,09718;0;0,51366;0;1,55153;-0,0577;-2,46335;-0,00002;-0,99203;0,00013;12,84318;44,13569;19,65181;-7,86073;3,48509;2,74145
133,3098;10;0,03179;0,07993;-0,09718;0;0,51366;0;1,55153;-0,0577;-2,46335;-0,00002;-0,99203;0,00013;12,84318;44,13569;19,65181;-7,86073;3,48509;2,74145
133,3167;10;0,03179;0,07993;-0,09718;0;0,51366;0;1,55211;-0,05617;-2,46529;-0,00002;-0,98164;0,00013;12,84318;48,82447;22,37283;-8,16306;3,01893;1,98672
133,3238;10;0,0306;0,07636;-0,10074;0;0,51152;0,00285;1,55211;-0,05617;-2,46529;-0,00002;-0,98164;0,00013;12,84318;48,82447;22,37283;-8,16306;3,01893;1,98672
133,3317;10;0,0306;0,07636;-0,10074;0;0,51152;0,00285;1,55211;-0,05617;-2,46529;-0,00002;-0,98164;0,00013;12,84318;48,82447;22,37283;-8,16306;3,01893;1,98672
133,3387;10;0,02852;0,07696;-0,09682;0;0,51295;0,0057;1,55268;-0,05466;-2,46718;-0,00003;-0,97132;0,00014;15,69722;51,16886;20,6452;-8,16306;2,73035;1,57606
133,3457;10;0,02852;0,07696;-0,09682;0;0,51295;0,0057;1,55268;-0,05466;-2,46718;-0,00003;-0,97132;0,00014;15,69722;51,16886;20,6452;-8,16306;2,73035;1,57606
133,3538;10;0,02852;0,07696;-0,09682;0;0,51295;0,0057;1,55268;-0,05466;-2,46718;-0,00003;-0,97132;0,00014;12,84318;47,9071;20,99073;-7,68796;2,31969;2,50837
133,3751;10;0,02852;0,07607;-0,09682;0;0,51402;0,00356;1,55322;-0,05311;-2,46908;-0,00003;-0,96108;0,00014;14,77985;50,76114;21,85454;-7,86073;3,89575;2,45288
133,3831;10;0,02852;0,0722;-0,09611;0,00036;0,50903;0;1,55369;-0,05164;-2,47099;-0,00004;-0,95075;0,00015;14,77985;50,76114;21,85454;-7,86073;3,89575;2,45288
133,3901;10;0,02852;0,0722;-0,09611;0,00036;0,50903;0;1,55369;-0,05164;-2,47099;-0,00004;-0,95075;0,00015;14,77985;50,76114;21,85454;-7,86073;3,89575;2,45288
133,3981;10;0,02852;0,0722;-0,09611;0,00036;0,50903;0;1,5542;-0,0502;-2,47281;-0,00005;-0,94042;0,00015;15,18757;48,31482;19,47905;-8,85411;2,49728;1,39847
133,4051;10;0,02852;0,07577;-0,09398;0,00071;0,51366;0,00427;1,5542;-0,0502;-2,47281;-0,00005;-0,94042;0,00015;15,18757;48,31482;19,47905;-8,85411;2,49728;1,39847
133,4131;10;0,02852;0,07577;-0,09398;0,00071;0,51366;0,00427;1,5542;-0,0502;-2,47281;-0,00005;-0,94042;0,00015;12,33353;50,25149;20,34287;-8,16306;3,07442;1,68705
133,4201;10;0,03268;0,07607;-0,09647;0,00036;0,51224;0,0057;1,55474;-0,04876;-2,47463;-0,00005;-0,93022;0,00016;12,33353;50,25149;20,34287;-8,16306;3,07442;1,68705
133,4281;10;0,03268;0,07607;-0,09647;0,00036;0,51224;0,0057;1,55474;-0,04876;-2,47463;-0,00005;-0,93022;0,00016;12,33353;50,25149;20,34287;-8,16306;3,07442;1,68705
133,4351;10;0,03268;0,07607;-0,09647;0,00036;0,51224;0,0057;1,55531;-0,04728;-2,47652;-0,00006;-0,91988;0,00016;14,2702;51,67851;17,92418;-7,68796;3,59608;1,52056
133,4431;10;0,03031;0,07607;-0,09255;0,00036;0,50868;0,0057;1,55531;-0,04728;-2,47652;-0,00006;-0,91988;0,00016;14,2702;51,67851;17,92418;-7,68796;3,59608;1,52056
133,4511;10;0,03031;0,07607;-0,09255;0,00036;0,50868;0,0057;1,55531;-0,04728;-2,47652;-0,00006;-0,91988;0,00016;14,2702;51,67851;17,92418;-7,68796;3,59608;1,52056
133,4581;10;0,02852;0,07636;-0,09469;0,00036;0,51224;0,00071;1,55587;-0,04581;-2,4784;-0,00006;-0,90955;0,00017;14,2702;49,74184;20,47244;-7,86073;2,55277;3,3186
133,4661;10;0,02852;0,07636;-0,09469;0,00036;0,51224;0,00071;1,55587;-0,04581;-2,4784;-0,00006;-0,90955;0,00017;14,2702;49,74184;20,47244;-7,86073;2,55277;3,3186
133,4818;10;0,02852;0,07636;-0,09469;0,00036;0,51224;0,00071;1,55587;-0,04581;-2,4784;-0,00006;-0,90955;0,00017;16,10494;51,67851;19,47905;-7,86073;4,00674;1,63155
133,4935;10;0,02912;0,07607;-0,09255;0;0,51259;0,00249;1,55644;-0,04429;-2,48021;-0,00006;-0,89939;0,00018;13,76055;43,62604;21,85454;-7,86073;3,01893;1,63155
133,5075;10;0,03031;0,07933;-0,09682;0;0,5101;0,0057;1,55699;-0,04277;-2,48206;-0,00007;-0,88898;0,00018;13,76055;43,62604;21,85454;-7,86073;3,01893;1,63155
133,5145;10;0,03031;0,07933;-0,09682;0;0,5101;0,0057;1,55699;-0,04277;-2,48206;-0,00007;-0,88898;0,00018;13,35283;50,76114;19,82458;-8,33582;2,78585;2,09771
133,5225;10;0,02912;0,07607;-0,09469;0;0,51259;0,0032;1,55756;-0,04128;-2,48397;-0,00008;-0,87869;0,00019;13,35283;50,76114;19,82458;-8,33582;2,78585;2,09771
133,5318;10;0,02912;0,07607;-0,09469;0;0,51259;0,0032;1,55756;-0,04128;-2,48397;-0,00008;-0,87869;0,00019;13,35283;50,76114;19,82458;-8,33582;2,78585;2,09771
133,5395;10;0,02882;0,08022;-0,09504;0,00071;0,51259;0,00178;1,55812;-0,03979;-2,48574;-0,00009;-0,86846;0,00019;15,18757;42,70867;20,34287;-8,16306;3,95124;2,97453
133,5478;10;0,02882;0,08022;-0,09504;0,00071;0,51259;0,00178;1,55812;-0,03979;-2,48574;-0,00009;-0,86846;0,00019;15,18757;42,70867;20,34287;-8,16306;3,95124;2,97453
133,5555;10;0,02882;0,08022;-0,09504;0,00071;0,51259;0,00178;1,55812;-0,03979;-2,48574;-0,00009;-0,86846;0,00019;15,69722;50,76114;19,65181;-8,03349;3,89575;2,79695
133,5625;10;0,02852;0,07666;-0,09433;0;0,51188;0,00036;1,55868;-0,03828;-2,48752;-0,00009;-0,8581;0,0002;15,69722;50,76114;19,65181;-8,03349;3,89575;2,79695
133,5705;10;0,02852;0,07666;-0,09433;0;0,51188;0,00036;1,55868;-0,03828;-2,48752;-0,00009;-0,8581;0,0002;15,69722;50,76114;19,65181;-8,03349;3,89575;2,79695
133,5785;10;0,02852;0,08082;-0,09682;0,00036;0,51437;0,00036;1,55921;-0,03677;-2,48938;-0,0001;-0,8478;0,0002;14,2702;40,772;20,81797;-8,03349;2,84134;2,33079
133,5865;10;0,02852;0,08082;-0,09682;0,00036;0,51437;0,00036;1,55921;-0,03677;-2,48938;-0,0001;-0,8478;0,0002;14,2702;40,772;20,81797;-8,03349;2,84134;2,33079
133,5945;10;0,02852;0,08082;-0,09682;0,00036;0,51437;0,00036;1,55921;-0,03677;-2,48938;-0,0001;-0,8478;0,0002;17,12424;48,82447;21,33626;-8,03349;3,42959;1,28748
133,6025;10;0,02852;0,07607;-0,09647;0,00107;0,51259;0,0057;1,55974;-0,03526;-2,49121;-0,00011;-0,83754;0,00021;17,12424;48,82447;21,33626;-8,03349;3,42959;1,28748
133,6115;10;0,02852;0,07607;-0,09647;0,00107;0,51259;0,0057;1,55974;-0,03526;-2,49121;-0,00011;-0,83754;0,00021;17,12424;48,82447;21,33626;-8,03349;3,42959;1,28748
133,6215;10;0,02852;0,07815;-0,09647;0;0,51152;0,00214;1,5603;-0,03373;-2,49304;-0,00011;-0,8272;0,00021;14,77985;43,62604;22,5456;-8,33582;3,25201;2,15321
133,6305;10;0,02852;0,07815;-0,09647;0;0,51152;0,00214;1,5603;-0,03373;-2,49304;-0,00011;-0,8272;0,00021;14,77985;43,62604;22,5456;-8,33582;3,25201;2,15321
133,6385;10;0,02852;0,07815;-0,09647;0;0,51152;0,00214;1,56087;-0,03223;-2,49484;-0,00012;-0,81684;0,00022;15,18757;49,33412;20,1701;-8,33582;2,90794;1,34298
133,6456;10;0,02852;0,07607;-0,0922;0;0,51295;0,00498;1,56087;-0,03223;-2,49484;-0,00012;-0,81684;0,00022;15,18757;49,33412;20,1701;-8,33582;2,90794;1,34298
133,6535;10;0,02852;0,07607;-0,0922;0;0,51295;0,00498;1,56087;-0,03223;-2,49484;-0,00012;-0,81684;0,00022;13,76055;45,46078;21,50902;-8,33582;4,65048;2,61936
133,6616;10;0,02852;0,07636;-0,09255;0,00071;0,51117;0,00249;1,56144;-0,03072;-2,49664;-0,00013;-0,80662;0,00022;13,76055;45,46078;21,50902;-8,33582;4,65048;2,61936
133,6695;10;0,02852;0,07636;-0,09255;0,00071;0,51117;0,00249;1,56144;-0,03072;-2,49664;-0,00013;-0,80662;0,00022;13,76055;45,46078;21,50902;-8,33582;4,65048;2,61936
133,6775;10;0,02852;0,07636;-0,09255;0,00071;0,51117;0,00249;1,56199;-0,0292;-2,49848;-0,00013;-0,7962;0,00022;12,33353;45,46078;20,81797;-8,33582;3,54058;2,91904
133,7043;10;0,02852;0,07636;-0,09148;0;0,51188;0;1,56254;-0,02768;-2,50028;-0,00014;-0,78587;0,00023;13,76055;42,70867;20,6452;-7,86073;3,42959;3,03003
133,7115;10;0,02852;0,07636;-0,09148;0;0,51188;0;1,56254;-0,02768;-2,50028;-0,00014;-0,78587;0,00023;13,76055;42,70867;20,6452;-7,86073;3,42959;3,03003
133,7321;10;0,02852;0,07607;-0,09113;0;0,50868;0,00178;1,56306;-0,02618;-2,50209;-0,00015;-0,77564;0,00024;12,33353;47,39745;21,16349;-7,86073;4,70598;1,80914
133,7391;10;0,02852;0,07607;-0,09113;0;0,51224;0,0057;1,56358;-0,02472;-2,50384;-0,00016;-0,76528;0,00025;11,92581;44,54341;20,1701;-7,86073;3,59608;1,39847
133,7481;10;0,02852;0,07607;-0,09113;0;0,51224;0,0057;1,56358;-0,02472;-2,50384;-0,00016;-0,76528;0,00025;11,92581;44,54341;20,1701;-7,86073;3,59608;1,39847
133,7551;10;0,02852;0,07607;-0,09113;0;0,51224;0,0057;1,56358;-0,02472;-2,50384;-0,00016;-0,76528;0,00025;14,77985;46,48008;19,30629;-7,86073;3,07442;2,79695
133,7631;10;0,02852;0,07607;-0,09113;0;0,51224;0,00036;1,56408;-0,02326;-2,50561;-0,00017;-0,75499;0,00025;14,77985;46,48008;19,30629;-7,86073;3,07442;2,79695
133,7701;10;0,02852;0,07607;-0,09113;0;0,51224;0,00036;1,56408;-0,02326;-2,50561;-0,00017;-0,75499;0,00025;14,77985;46,48008;19,30629;-7,86073;3,07442;2,79695
133,7772;10;0,02852;0,07607;-0,09113;0;0,51224;0,00036;1,56458;-0,02181;-2,50742;-0,00019;-0,74484;0,00026;15,18757;47,39745;21,50902;-8,16306;4,4174;1,80914
133,7851;10;0,02852;0,07607;-0,09148;0;0,51046;0,00356;1,56458;-0,02181;-2,50742;-0,00019;-0,74484;0,00026;15,18757;47,39745;21,50902;-8,16306;4,4174;1,80914
133,7931;10;0,02852;0,07607;-0,09148;0;0,51046;0,00356;1,56458;-0,02181;-2,50742;-0,00019;-0,74484;0,00026;15,18757;47,39745;21,50902;-8,16306;4,4174;1,80914
133,8002;10;0,02852;0,07607;-0,09113;0;0,5133;0,00534;1,56508;-0,02033;-2,50925;-0,0002;-0,73448;0,00026;16,10494;47,9071;19,82458;-8,33582;3,07442;1,46507
133,8081;10;0,02852;0,07607;-0,09113;0;0,5133;0,00534;1,56508;-0,02033;-2,50925;-0,0002;-0,73448;0,00026;16,10494;47,9071;19,82458;-8,33582;3,07442;1,46507
133,8161;10;0,02852;0,07607;-0,09113;0;0,5133;0,00534;1,56561;-0,01884;-2,51102;-0,00022;-0,72415;0,00026;16,61459;45,97043;19,30629;-7,86073;3,82916;2,68596
133,8232;10;0,02852;0,07607;-0,09113;0;0,51224;0,00285;1,56561;-0,01884;-2,51102;-0,00022;-0,72415;0,00026;16,61459;45,97043;19,30629;-7,86073;3,82916;2,68596
133,8311;10;0,02852;0,07607;-0,09113;0;0,51224;0,00285;1,56561;-0,01884;-2,51102;-0,00022;-0,72415;0,00026;16,61459;45,97043;19,30629;-7,86073;3,82916;2,68596
133,8535;10;0,03001;0,07607;-0,09148;0;0,5069;0,00178;1,56618;-0,01735;-2,51284;-0,00023;-0,71395;0,00027;13,35283;43,11639;20,99073;-7,86073;2,2087;2,38628
133,8615;10;0,02852;0,07607;-0,09113;0;0,50654;0,00036;1,56674;-0,01587;-2,5147;-0,00023;-0,70372;0,00028;13,35283;43,11639;20,99073;-7,86073;2,2087;2,38628
133,8695;10;0,02852;0,07607;-0,09113;0;0,50654;0,00036;1,56674;-0,01587;-2,5147;-0,00023;-0,70372;0,00028;13,35283;43,11639;20,99073;-7,86073;2,2087;2,38628
133,8775;10;0,02852;0,07607;-0,09113;0;0,50654;0,00036;1,56729;-0,01443;-2,51642;-0,00024;-0,69367;0,00028;12,84318;37,91796;21,16349;-8,03349;3,54058;1,34298
133,8855;10;0,02852;0,07607;-0,09077;0;0,49622;0,0057;1,56729;-0,01443;-2,51642;-0,00024;-0,69367;0,00028;12,84318;37,91796;21,16349;-8,03349;3,54058;1,34298
133,8935;10;0,02852;0,07607;-0,09077;0;0,49622;0,0057;1,56729;-0,01443;-2,51642;-0,00024;-0,69367;0,00028;13,35283;43,11639;19,13352;-7,86073;2,90794;2,45288
133,9015;10;0,02644;0,07161;-0,0865;0;0,47771;0,00392;1,56778;-0,013;-2,51808;-0,00024;-0,68391;0,00029;13,35283;43,11639;19,13352;-7,86073;2,90794;2,45288
133,9085;10;0,02644;0,07161;-0,0865;0;0,47771;0,00392;1,56778;-0,013;-2,51808;-0,00024;-0,68391;0,00029;13,35283;43,11639;19,13352;-7,86073;2,90794;2,45288
133,9165;10;0,02644;0,07161;-0,0865;0;0,47771;0,00392;1,56825;-0,01163;-2,51977;-0,00025;-0,67457;0,00029;10,90651;36,08322;22,5456;-8,03349;3,01893;1,86463
133,9235;10;0,02644;0,07042;-0,08543;0,00107;0,46098;0,00392;1,56825;-0,01163;-2,51977;-0,00025;-0,67457;0,00029;10,90651;36,08322;22,5456;-8,03349;3,01893;1,86463
133,9315;10;0,02644;0,07042;-0,08543;0,00107;0,46098;0,00392;1,56825;-0,01163;-2,51977;-0,00025;-0,67457;0,00029;10,90651;36,08322;22,5456;-8,03349;3,01893;1,86463
133,9471;10;0,02466;0,06656;-0,07974;0;0,43143;0,0057;1,56873;-0,01034;-2,5214;-0,00025;-0,66556;0,0003;14,2702;37,00059;22,89112;-7,16967;2,03112;1,57606
133,9649;10;0,02466;0,06656;-0,07974;0;0,43143;0,0057;1,56873;-0,01034;-2,5214;-0,00025;-0,66556;0,0003;8,05247;41,28165;23,06389;-7,5152;2,73035;2,91904
133,977;10;0,02377;0,06032;-0,07404;0;0,4026;0,00249;1,56956;-0,00799;-2,52422;-0,00026;-0,64938;0,00031;13,35283;36,08322;22,20007;-7,5152;2,37519;2,85244
133,9851;10;0,01991;0,05735;-0,06906;0;0,37412;0,00071;1,56956;-0,00799;-2,52422;-0,00026;-0,64938;0,00031;13,35283;36,08322;22,20007;-7,5152;2,37519;2,85244
133,992;10;0,01991;0,05735;-0,06906;0;0,37412;0,00071;1,56956;-0,00799;-2,52422;-0,00026;-0,64938;0,00031;13,35283;36,08322;22,20007;-7,5152;2,37519;2,85244
134;10;0,01902;0,05229;-0,06372;0,00071;0,34244;0,00036;1,56993;-0,00694;-2,52552;-0,00026;-0,64223;0,00031;11,41616;37,00059;23,06389;-7,86073;1,79804;2,56387
134,0069;10;0,01902;0,05229;-0,06372;0,00071;0,34244;0,00036;1,56993;-0,00694;-2,52552;-0,00026;-0,64223;0,00031;11,41616;37,00059;23,06389;-7,86073;1,79804;2,56387
134,0214;10;0,01902;0,05229;-0,06372;0,00071;0,34244;0,00036;1,56993;-0,00694;-2,52552;-0,00026;-0,64223;0,00031;9,07177;36,08322;23,06389;-8,33582;2,37519;1,39847
134,0294;10;0,01902;0,04754;-0,05731;0,00036;0,30578;0,00392;1,57026;-0,00603;-2,52666;-0,00026;-0,63569;0,00032;9,07177;36,08322;23,06389;-8,33582;2,37519;1,39847
134,0374;10;0,01902;0,04754;-0,05731;0,00036;0,30578;0,00392;1,57053;-0,00521;-2,52769;-0,00027;-0,62991;0,00032;12,84318;36,08322;23,75494;-8,03349;1,62045;1,39847
134,0444;10;0,01426;0,04279;-0,05126;0,00036;0,27231;0,0057;1,57053;-0,00521;-2,52769;-0,00027;-0,62991;0,00032;12,84318;36,08322;23,75494;-8,03349;1,62045;1,39847
134,0514;10;0,01426;0,04279;-0,05126;0,00036;0,27231;0,0057;1,57053;-0,00521;-2,52769;-0,00027;-0,62991;0,00032;12,84318;36,08322;23,75494;-8,03349;1,62045;1,39847
134,0585;10;0,01426;0,03447;-0,04556;0,00214;0,23423;0,00534;1,57079;-0,00448;-2,52861;-0,00027;-0,62485;0,00032;9,98914;42,70867;24,57557;-8,33582;2,2087;1,57606
134,0664;10;0,01426;0,03447;-0,04556;0,00214;0,23423;0,00534;1,57079;-0,00448;-2,52861;-0,00027;-0,62485;0,00032;9,98914;42,70867;24,57557;-8,33582;2,2087;1,57606
