run_date;run_time;run_subdir;folder_joint_id;folder_seq_l;folder_i_att;folder_t_att;folder_h_size;folder_ovlap;folder_schd;folder_lr;run_dir;joint_id;input_att;temporal_att;hidden_size;seq_len;overlap;global_step;epoch;custom_score;MSE;std;eval_loss;residuals;loss;csv_path
2026-05-27;00-26-39;4...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.25...schd=cosine...lr=0.01;4;128;False;True;48;0,25;cosine;0,01;output;4;False;True;48;128;0,25;1300;31;0,0224443515762686;0,00830739736557;0,0047123180702328;0,0083076379007913;0.00013351228;0,0083076379007913;multirun\2026-05-27\00-26-39\4...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.25...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-46-32;6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.125...schd=cosine...lr=0.01;6;128;False;True;48;0,125;cosine;0,01;output;6;False;True;48;128;0,125;1440;38;0,0226880232803523;0,0117739932611584;0,0036380100063979;0,0118595525622367;-0.00032949192;0,0118595525622367;multirun\2026-05-27\00-46-32\6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.125...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-31-19;4...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.5...schd=cosine...lr=0.01;4;128;False;True;48;0,5;cosine;0,01;output;4;False;True;48;128;0,5;1400;23;0,0228787814266979;0,0084173344075679;0,0048204823397099;0,0082727745175361;0.0010504461;0,0082727745175361;multirun\2026-05-27\00-31-19\4...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.5...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;10-32-01;6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.07...schd=cosine...lr=0.01;6;128;False;True;48;0,07;cosine;0,01;output;6;False;True;48;128;0,07;1468;40;0,0235589419025927;0,01208755094558;0,0038237969856709;0,0122919500805437;-0.00024132138;0,0122919500805437;multirun\2026-05-27\10-32-01\6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.07...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-41-56;6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.05...schd=cosine...lr=0.01;6;128;False;True;48;0,05;cosine;0,01;output;6;False;True;48;128;0,05;1496;41;0,0235913600772619;0,0120411533862352;0,0038500688970088;0,0123122959397733;-0.0009493199;0,0123122959397733;multirun\2026-05-27\00-41-56\6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.05...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-51-07;6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.5...schd=cosine...lr=0.01;6;128;False;True;48;0,5;cosine;0,01;output;6;False;True;48;128;0,5;1516;25;0,0241304747760295;0,0120771080255508;0,0040177889168262;0,0121791074052453;-0.00070541917;0,0121791074052453;multirun\2026-05-27\00-51-07\6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.5...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-26;20-20-20;5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.0...schd=cosine...lr=0.01;5;128;False;True;48;0,0;cosine;0,01;output;5;False;True;48;128;0,0;1392;40;0,0241666156798601;0,0113178342580795;0,0042829271405935;0,0113270214448372;0.00024380042;0,0113270214448372;multirun\2026-05-26\20-20-20\5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.0...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-32-47;5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.05...schd=cosine...lr=0.01;5;128;False;True;48;0,05;cosine;0,01;output;5;False;True;48;128;0,05;1244;34;0,0243156854994595;0,0115249389782547;0,0042635821737349;0,0117889296263456;0.0031876462;0,0117889296263456;multirun\2026-05-27\00-32-47\5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.05...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-26;20-20-20;6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.0...schd=cosine...lr=0.01;6;128;False;True;48;0,0;cosine;0,01;output;6;False;True;48;128;0,0;1476;43;0,0244419700466096;0,012346158735454;0,0040319371037185;0,0123787401244044;-0.00055279006;0,0123787401244044;multirun\2026-05-26\20-20-20\6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.0...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-37-19;5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.125...schd=cosine...lr=0.01;5;128;False;True;48;0,125;cosine;0,01;output;5;False;True;48;128;0,125;1212;32;0,0244486001320183;0,0115431193262338;0,0043018269352614;0,0115826250053942;0.0005919813;0,0115826250053942;multirun\2026-05-27\00-37-19\5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.125...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-46-27;6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.25...schd=cosine...lr=0.01;6;128;False;True;48;0,25;cosine;0,01;output;6;False;True;48;128;0,25;1504;35;0,0253592068329453;0,0124174337834119;0,0043139243498444;0,0124344928190112;0.00021543531;0,0124344928190112;multirun\2026-05-27\00-46-27\6...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.25...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-36-32;5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.25...schd=cosine...lr=0.01;5;128;False;True;48;0,25;cosine;0,01;output;5;False;True;48;128;0,25;1340;32;0,0257808296009898;0,0112464781850576;0,0048447838053107;0,0112548231739889;0.0002961768;0,0112548231739889;multirun\2026-05-27\00-36-32\5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.25...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;10-32-01;5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.07...schd=cosine...lr=0.01;5;128;False;True;48;0,07;cosine;0,01;output;5;False;True;48;128;0,07;1320;36;0,0260705491527915;0,0117870513349771;0,0047611659392714;0,0118766698986291;0.0013332394;0,0118766698986291;multirun\2026-05-27\10-32-01\5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.07...schd=cosine...lr=0.01\output\best_model_results.csv
2026-05-27;00-41-11;5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.5...schd=cosine...lr=0.01;5;128;False;True;48;0,5;cosine;0,01;output;5;False;True;48;128;0,5;1312;22;0,0284692654386162;0,0119879459962248;0,0054937731474637;0,0121090103057213;-0.0016593465;0,0121090103057213;multirun\2026-05-27\00-41-11\5...seq_l=128...i_att=False...t_att=True...h_size=48...ovlap=0.5...schd=cosine...lr=0.01\output\best_model_results.csv
